_id,name,channel,link,date,viewCount
"Zedd, Katy Perry - 365 (Official)","Zedd, Katy Perry - 365 (Official)",KatyPerryVEVO,https://www.youtube.com/watch?v=YrbgUtCfnC0&authuser=1,2020-02-08T17:48:00.000Z,5
Britney Spears - Work Bitch (Official Video),Britney Spears - Work Bitch (Official Video),BritneySpearsVEVO,https://www.youtube.com/watch?v=pt8VYOfr8To&authuser=1,2018-11-30T14:30:00.000Z,5
Eminem - Love The Way You Lie ft. Rihanna,Eminem - Love The Way You Lie ft. Rihanna,EminemVEVO,https://www.youtube.com/watch?v=uelHwf8o7_U&authuser=1,2023-06-30T13:02:00.000Z,5
Bowling For Soup - Punk Rock 101 (NTSC),Bowling For Soup - Punk Rock 101 (NTSC),BowlingForSoupVEVO,https://www.youtube.com/watch?v=Ajq4Ek-jChA&authuser=1,2022-07-02T15:39:00.000Z,5
Natalie Imbruglia - Torn (Official Video),Natalie Imbruglia - Torn (Official Video),natalieimbrugliaVEVO,https://www.youtube.com/watch?v=VV1XWJN3nJo&authuser=1,2021-12-10T13:03:00.000Z,5
Ke$ha - Blah Blah Blah (Official Video) ft. 3OH!3,Ke$ha - Blah Blah Blah (Official Video) ft. 3OH!3,keshaVEVO,https://www.youtube.com/watch?v=3taEuL4EHAg&authuser=1,2012-12-13T17:40:00.000Z,5
Katy Perry - Waking Up In Vegas (Official),Katy Perry - Waking Up In Vegas (Official),KatyPerryVEVO,https://www.youtube.com/watch?v=1-pUaogoX5o&authuser=1,2017-02-24T13:25:00.000Z,5
Evanescence - Imperfection (Official Video),Evanescence - Imperfection (Official Video),EvanescenceVEVO,https://www.youtube.com/watch?v=7_XoKJP1XK4&authuser=1,2020-01-11T20:59:00.000Z,5
Icon For Hire - Ready For Combat (Official Video),Icon For Hire - Ready For Combat (Official Video),IconForHireVEVO,https://www.youtube.com/watch?v=VVQuAdhKmy8&authuser=1,2022-12-12T16:56:00.000Z,5
Amaranthe - Trinity (Lyric Video),Amaranthe - Trinity (Lyric Video),AmarantheMusicVEVO,https://www.youtube.com/watch?v=T2e_3ZnJcTE&authuser=1,2016-09-28T15:50:00.000Z,5
blink-182 - Down,blink-182 - Down,blink182VEVO,https://www.youtube.com/watch?v=XrTZT49u0kM&authuser=1,2021-12-10T14:59:00.000Z,5
Mabel - Don't Call Me Up (Official Video),Mabel - Don't Call Me Up (Official Video),MabelVEVO,https://www.youtube.com/watch?v=9TQKyDD9Yig&authuser=1,2023-02-13T18:47:00.000Z,5
Eminem - We Made You (Official Music Video),Eminem - We Made You (Official Music Video),EminemVEVO,https://www.youtube.com/watch?v=RSdKmX2BH7o&authuser=1,2016-10-08T20:18:00.000Z,4
Bring Me The Horizon - in the dark (Lyric Video),Bring Me The Horizon - in the dark (Lyric Video),BMTHOfficialVEVO,https://www.youtube.com/watch?v=rju0pbdm4z4&authuser=1,2024-02-14T14:08:00.000Z,4
Jay-Z & Kanye West - Ni**as In Paris (Explicit),Jay-Z & Kanye West - Ni**as In Paris (Explicit),KanyeWestVEVO,https://www.youtube.com/watch?v=gG_dA32oH44&authuser=1,2016-05-08T21:03:00.000Z,4
Bullet For My Valentine - Your Betrayal (Official Video),Bullet For My Valentine - Your Betrayal (Official Video),bulletvalentineVEVO,https://www.youtube.com/watch?v=IHgFJEJgUrg&authuser=1,2021-01-29T12:50:00.000Z,4
Papa Roach - Leader of the Broken Hearts (Official Music Video),Papa Roach - Leader of the Broken Hearts (Official Music Video),PapaRoachVEVO,https://www.youtube.com/watch?v=FGaolLbtGPM&authuser=1,2018-02-18T17:24:00.000Z,4
Good Charlotte - The Anthem (Official Video),Good Charlotte - The Anthem (Official Video),GoodCharlotteVEVO,https://www.youtube.com/watch?v=desJKYvdq9A&authuser=1,2019-03-26T19:36:00.000Z,4
Jimmy Eat World - Sweetness,Jimmy Eat World - Sweetness,JimmyEatWorldVEVO,https://www.youtube.com/watch?v=ROatPGGMvXg&authuser=1,2022-01-18T16:58:00.000Z,4
Avril Lavigne - Hot (Official Video),Avril Lavigne - Hot (Official Video),AvrilLavigneVEVO,https://www.youtube.com/watch?v=fzb75m8NuMQ&authuser=1,2022-12-29T22:09:00.000Z,4
"Calvin Harris, Rihanna - This Is What You Came For (Official Video) ft. Rihanna","Calvin Harris, Rihanna - This Is What You Came For (Official Video) ft. Rihanna",CalvinHarrisVEVO,https://music.youtube.com/watch?v=kOkQ4T5WO9E&authuser=1,2019-11-24T16:01:00.000Z,4
Bloodhound Gang - Along Comes Mary,Bloodhound Gang - Along Comes Mary,BloodhoundGangVEVO,https://www.youtube.com/watch?v=0RaLEVmuM4o&authuser=1,2019-06-09T11:10:00.000Z,4
The Chainsmokers - This Feeling (Official Video) ft. Kelsea Ballerini,The Chainsmokers - This Feeling (Official Video) ft. Kelsea Ballerini,ChainsmokersVEVO,https://www.youtube.com/watch?v=fKtY_37r1VI&authuser=1,2019-01-08T13:46:00.000Z,4
blink-182 - Bored To Death (Official Video),blink-182 - Bored To Death (Official Video),blink182VEVO,https://www.youtube.com/watch?v=lic0oCDMfwk&authuser=1,2022-03-03T22:17:00.000Z,4
Girls Aloud - I Think We're Alone Now (Official Music Video),Girls Aloud - I Think We're Alone Now (Official Music Video),GirlsAloudVEVO,https://www.youtube.com/watch?v=WjpbcsttFyM&authuser=1,2016-05-26T18:40:00.000Z,4
Ke$ha - Your Love Is My Drug (Official Video),Ke$ha - Your Love Is My Drug (Official Video),keshaVEVO,https://www.youtube.com/watch?v=QR_qa3Ohwls&authuser=1,2019-01-21T18:28:00.000Z,4
t.A.T.u. - All The Things She Said (Official Music Video),t.A.T.u. - All The Things She Said (Official Music Video),tATuVEVO,https://www.youtube.com/watch?v=8mGBaXPlri8&authuser=1,2021-12-10T15:11:00.000Z,4
Bowling For Soup - Emily (Explicit Version),Bowling For Soup - Emily (Explicit Version),BowlingForSoupVEVO,https://www.youtube.com/watch?v=keNRUzP2A2Q&authuser=1,2019-06-09T11:22:00.000Z,4
3 Doors Down - Let Me Be Myself (Official Music Video),3 Doors Down - Let Me Be Myself (Official Music Video),3DoorsDownVEVO,https://www.youtube.com/watch?v=RmDYbiyMHvo&authuser=1,2016-12-11T13:07:00.000Z,4
Avril Lavigne - I'm With You (Official Video),Avril Lavigne - I'm With You (Official Video),AvrilLavigneVEVO,https://www.youtube.com/watch?v=dGR65RWwzg8&authuser=1,2021-12-10T14:14:00.000Z,4
"Demi Lovato - Let It Go (from ""Frozen"") (Official Video)","Demi Lovato - Let It Go (from ""Frozen"") (Official Video)",DemiLovatoVEVO,https://www.youtube.com/watch?v=kHue-HaXXzg&authuser=1,2015-11-08T05:07:00.000Z,4
Timbaland - If We Ever Meet Again ft. Katy Perry (Official Music Video),Timbaland - If We Ever Meet Again ft. Katy Perry (Official Music Video),TimbalandVEVO,https://www.youtube.com/watch?v=KDKva-s_khY&authuser=1,2019-01-17T15:07:00.000Z,4
Adele - Hello (Official Music Video),Adele - Hello (Official Music Video),AdeleVEVO,https://www.youtube.com/watch?v=YQHsXMglC9A&authuser=1,2016-11-29T13:06:00.000Z,4
Bon Jovi - You Give Love A Bad Name (Official Music Video),Bon Jovi - You Give Love A Bad Name (Official Music Video),BonJoviVEVO,https://www.youtube.com/watch?v=KrZHPOeOxQQ&authuser=1,2016-10-08T19:44:00.000Z,4
Bonnie Tyler - If You Were A Woman (And I Was A Man),Bonnie Tyler - If You Were A Woman (And I Was A Man),bonnietylerVEVO,https://www.youtube.com/watch?v=rJOo67DtZAY&authuser=1,2023-12-07T17:19:00.000Z,4
Icon For Hire - Demons (Official Music Video),Icon For Hire - Demons (Official Music Video),IconForHireVEVO,https://www.youtube.com/watch?v=reEOKm5NSy0&authuser=1,2019-12-02T12:00:00.000Z,4
