_id,name,channel,link,date,viewCount
Butcher Babies - Headspin (Official Video),Butcher Babies - Headspin (Official Video),ButcherBabiesVEVO,https://www.youtube.com/watch?v=tAZzVw9hAJA&authuser=1,2023-11-15T20:28:00.000Z,14
Olivia Rodrigo - bad idea right? (Official Video),Olivia Rodrigo - bad idea right? (Official Video),OliviaRodrigoVEVO,https://www.youtube.com/watch?v=Dj9qJsJTsjQ&authuser=1,2024-01-10T18:10:00.000Z,14
Taylor Swift - Blank Space,Taylor Swift - Blank Space,TaylorSwiftVEVO,https://www.youtube.com/watch?v=e-ORhEE9VVg&authuser=1,2023-02-13T17:42:00.000Z,14
Bring Me The Horizon - medicine (Official Video),Bring Me The Horizon - medicine (Official Video),BMTHOfficialVEVO,https://www.youtube.com/watch?v=MocF43ncu8I&authuser=1,2024-01-13T17:38:00.000Z,14
Three Days Grace - Animal I Have Become,Three Days Grace - Animal I Have Become,ThreeDaysGraceVEVO,https://www.youtube.com/watch?v=xqds0B_meys&authuser=1,2023-01-21T19:53:00.000Z,14
Olivia Rodrigo - good 4 u (Official Video),Olivia Rodrigo - good 4 u (Official Video),OliviaRodrigoVEVO,https://www.youtube.com/watch?v=gNi_6U5Pm_o&authuser=1,2024-02-14T13:29:00.000Z,14
Icon For Hire - Off With Her Head,Icon For Hire - Off With Her Head,IconForHireVEVO,https://www.youtube.com/watch?v=-w4JGHB2o6I&authuser=1,2020-03-15T15:52:00.000Z,14
Fall Out Boy - Jet Pack Blues (Audio),Fall Out Boy - Jet Pack Blues (Audio),FallOutBoyVEVO,https://www.youtube.com/watch?v=NtgiP95ikIE&authuser=1,2024-03-15T20:23:00.000Z,14
Divinyls - I Touch Myself (Official Music Video),Divinyls - I Touch Myself (Official Music Video),DivinylsVEVO,https://www.youtube.com/watch?v=wv-34w8kGPM&authuser=1,2024-01-05T20:29:00.000Z,13
blink-182 - Always (Official Video),blink-182 - Always (Official Video),blink182VEVO,https://www.youtube.com/watch?v=CvtJVku_mJw&authuser=1,2022-01-19T10:55:00.000Z,13
Rise Against - Prayer Of The Refugee (Official Music Video),Rise Against - Prayer Of The Refugee (Official Music Video),RiseAgainstVEVO,https://www.youtube.com/watch?v=9-SQGOYOjxs&authuser=1,2023-11-29T19:58:00.000Z,13
Fall Out Boy - Just One Yesterday (Part 6 of 11) ft. Foxes,Fall Out Boy - Just One Yesterday (Part 6 of 11) ft. Foxes,FallOutBoyVEVO,https://www.youtube.com/watch?v=dSfKSUd31MM&authuser=1,2024-03-15T20:29:00.000Z,13
The All-American Rejects - Gives You Hell (Official Music Video),The All-American Rejects - Gives You Hell (Official Music Video),AllAmericanRjctsVEVO,https://www.youtube.com/watch?v=uxUATkpMQ8A&authuser=1,2018-12-22T16:57:00.000Z,13
Bring Me The Horizon - DArkSide (Lyric Video),Bring Me The Horizon - DArkSide (Lyric Video),BMTHOfficialVEVO,https://www.youtube.com/watch?v=3Nt37RGbVjo&authuser=1,2024-02-20T11:16:00.000Z,13
Bullet For My Valentine - Letting You Go,Bullet For My Valentine - Letting You Go,bulletvalentineVEVO,https://www.youtube.com/watch?v=Len0qLhmhL0&authuser=1,2019-02-12T12:49:00.000Z,13
blink-182 - All The Small Things (Official Music Video),blink-182 - All The Small Things (Official Music Video),blink182VEVO,https://www.youtube.com/watch?v=9Ht5RZpzPqw&authuser=1,2023-08-25T16:03:00.000Z,12
System Of A Down - Chop Suey! (Official HD Video),System Of A Down - Chop Suey! (Official HD Video),systemofadownVEVO,https://www.youtube.com/watch?v=CSvFpBOe8eY&authuser=1,2019-01-25T20:06:00.000Z,12
"Ellie Goulding, Juice WRLD - Hate Me (Official Video)","Ellie Goulding, Juice WRLD - Hate Me (Official Video)",EllieGouldingVEVO,https://www.youtube.com/watch?v=UZwi9SHgzGY&authuser=1,2021-04-06T12:32:00.000Z,12
Korn - Did My Time (Official Video),Korn - Did My Time (Official Video),KornVEVO,https://www.youtube.com/watch?v=xmOOGeZE-aE&authuser=1,2019-05-21T21:16:00.000Z,12
Sia - The Greatest (Official Video),Sia - The Greatest (Official Video),SiaVEVO,https://www.youtube.com/watch?v=GKSRyLdjsPA&authuser=1,2023-06-02T16:33:00.000Z,12
Avril Lavigne - Smile (Official Video),Avril Lavigne - Smile (Official Video),AvrilLavigneVEVO,https://www.youtube.com/watch?v=KagvExF-ijc&authuser=1,2022-12-30T14:07:00.000Z,12
Evanescence - Lithium,Evanescence - Lithium,EvanescenceVEVO,https://www.youtube.com/watch?v=PJGpsL_XYQI&authuser=1,2020-09-23T11:48:00.000Z,12
Jennifer Lopez - On The Floor ft. Pitbull,Jennifer Lopez - On The Floor ft. Pitbull,JenniferLopezVEVO,https://www.youtube.com/watch?v=t4H_Zoh7G5A&authuser=1,2023-02-13T18:15:00.000Z,12
Yellowcard - Ocean Avenue,Yellowcard - Ocean Avenue,YellowcardVEVO,https://www.youtube.com/watch?v=X9fLbfzCqWw&authuser=1,2023-12-18T17:32:00.000Z,12
Bring Me The Horizon - nihilist blues (Lyric Video) ft. Grimes,Bring Me The Horizon - nihilist blues (Lyric Video) ft. Grimes,BMTHOfficialVEVO,https://www.youtube.com/watch?v=iwzfR7-33Wc&authuser=1,2024-02-28T14:43:00.000Z,12
Marilyn Manson - This Is The New *hit (Official Music Video),Marilyn Manson - This Is The New *hit (Official Music Video),MarilynMansonVEVO,https://www.youtube.com/watch?v=u21aTl7lmHw&authuser=1,2019-05-24T13:22:00.000Z,12
Flyleaf - Again (Official Music Video),Flyleaf - Again (Official Music Video),FlyleafVEVO,https://www.youtube.com/watch?v=KbdCeWoEH1U&authuser=1,2020-05-23T21:35:00.000Z,12
Iggy Azalea - Fancy ft. Charli XCX,Iggy Azalea - Fancy ft. Charli XCX,iggyazaleamusicVEVO,https://www.youtube.com/watch?v=O-zpOMYRi0w&authuser=1,2023-05-15T13:48:00.000Z,11
New Found Glory - My Friends Over You (Official Music Video),New Found Glory - My Friends Over You (Official Music Video),NewFoundGloryVEVO,https://www.youtube.com/watch?v=QfcLcDBII78&authuser=1,2022-08-01T16:32:00.000Z,11
Betty Who - Heartbreak Dream,Betty Who - Heartbreak Dream,BettyWhoVEVO,https://www.youtube.com/watch?v=KzUz0sfxcMo&authuser=1,2022-01-28T17:36:00.000Z,11
OneRepublic - Alesso Vs. OneRepublic - If I Lose Myself ft. Alesso (Remix),OneRepublic - Alesso Vs. OneRepublic - If I Lose Myself ft. Alesso (Remix),OneRepublicVEVO,https://www.youtube.com/watch?v=dLa_ryRjC7M&authuser=1,2016-07-24T12:59:00.000Z,11
Fall Out Boy - Irresistible (Official Music Video),Fall Out Boy - Irresistible (Official Music Video),FallOutBoyVEVO,https://www.youtube.com/watch?v=i8BGAYXNW74&authuser=1,2016-10-08T18:59:00.000Z,11
Sum 41 - Pieces (Official Music Video),Sum 41 - Pieces (Official Music Video),Sum41VEVO,https://www.youtube.com/watch?v=By7ctqcWxyM&authuser=1,2023-08-25T15:38:00.000Z,11
Boys Like Girls - Love Drunk,Boys Like Girls - Love Drunk,BoysLikeGirlsVEVO,https://www.youtube.com/watch?v=o0c-kC8xZ-I&authuser=1,2020-03-28T13:08:00.000Z,11
Black Veil Brides - Heart Of Fire,Black Veil Brides - Heart Of Fire,BVBArmyVEVO,https://www.youtube.com/watch?v=RZxhWqxwsBQ&authuser=1,2017-01-02T15:35:00.000Z,11
Avril Lavigne - My Happy Ending (Official Video - Clean),Avril Lavigne - My Happy Ending (Official Video - Clean),AvrilLavigneVEVO,https://www.youtube.com/watch?v=s8QYxmpuyxg&authuser=1,2022-12-29T21:13:00.000Z,11
Switch Disco - REACT (feat. Ella Henderson) (Lyric Video),Switch Disco - REACT (feat. Ella Henderson) (Lyric Video),SwitchDiscoVEVO,https://www.youtube.com/watch?v=cPN4H0sSCHQ&authuser=1,2024-02-23T13:30:00.000Z,11
Zedd - Clarity ft. Foxes,Zedd - Clarity ft. Foxes,ZEDDVEVO,https://www.youtube.com/watch?v=IxxstCcJlsc&authuser=1,2023-02-13T18:11:00.000Z,11
Eminem - Survival (Explicit),Eminem - Survival (Explicit),EminemVEVO,https://www.youtube.com/watch?v=NlmezywdxPI&authuser=1,2016-09-25T21:07:00.000Z,10
Pale Waves - Unwanted (Official Video),Pale Waves - Unwanted (Official Video),PaleWavesVEVO,https://www.youtube.com/watch?v=hG9b3dx2pgo&authuser=1,2024-02-20T10:44:00.000Z,10
Pitbull - Timber (Official Video) ft. Ke$ha,Pitbull - Timber (Official Video) ft. Ke$ha,PitbullVEVO,https://www.youtube.com/watch?v=hHUbLv4ThOo&authuser=1,2016-07-16T14:59:00.000Z,10
Angels & Airwaves - The Adventure,Angels & Airwaves - The Adventure,AngelsAirwavesVEVO,https://www.youtube.com/watch?v=JMl8cQjBfqk&authuser=1,2022-01-19T18:30:00.000Z,10
Bring Me The Horizon - wonderful life (Lyric Video) ft. Dani Filth,Bring Me The Horizon - wonderful life (Lyric Video) ft. Dani Filth,BMTHOfficialVEVO,https://www.youtube.com/watch?v=4hoDwVy6IQ4&authuser=1,2024-01-13T16:58:00.000Z,10
Owl City - Fireflies (Official Music Video),Owl City - Fireflies (Official Music Video),OwlCityVEVO,https://www.youtube.com/watch?v=psuRGfAaju4&authuser=1,2023-02-13T17:51:00.000Z,10
Bloodhound Gang - Uhn Tiss Uhn Tiss Uhn Tiss (Explicit) [Official Video],Bloodhound Gang - Uhn Tiss Uhn Tiss Uhn Tiss (Explicit) [Official Video],BloodhoundGangVEVO,https://www.youtube.com/watch?v=89tgpzE4qkY&authuser=1,2023-12-07T17:56:00.000Z,10
Yeah Yeah Yeahs - Heads Will Roll (Official Music Video),Yeah Yeah Yeahs - Heads Will Roll (Official Music Video),YeahYeahYeahsVEVO,https://www.youtube.com/watch?v=auzfTPp4moA&authuser=1,2024-02-20T10:40:00.000Z,10
The Chainsmokers - Side Effects (Official Video) ft. Emily Warren,The Chainsmokers - Side Effects (Official Video) ft. Emily Warren,ChainsmokersVEVO,https://www.youtube.com/watch?v=nuckTcoZG4Q&authuser=1,2022-10-24T16:30:00.000Z,10
P!NK - U + Ur Hand,P!NK - U + Ur Hand,PinkVEVO,https://www.youtube.com/watch?v=YUtHjOvPKT0&authuser=1,2023-03-17T16:43:00.000Z,10
Pale Waves - Lies (Official Video),Pale Waves - Lies (Official Video),PaleWavesVEVO,https://www.youtube.com/watch?v=FsLwaNLwbVo&authuser=1,2024-02-20T11:13:00.000Z,10
Taylor Swift - Our Song,Taylor Swift - Our Song,TaylorSwiftVEVO,https://www.youtube.com/watch?v=Jb2stN7kH28&authuser=1,2019-01-21T17:19:00.000Z,10
Lady Gaga - Just Dance (Official Music Video) ft. Colby O'Donis,Lady Gaga - Just Dance (Official Music Video) ft. Colby O'Donis,LadyGagaVEVO,https://www.youtube.com/watch?v=2Abk1jAONjw&authuser=1,2023-03-17T15:55:00.000Z,10
Eminem - Berzerk (Official Music Video) (Explicit),Eminem - Berzerk (Official Music Video) (Explicit),EminemVEVO,https://www.youtube.com/watch?v=ab9176Srb5Y&authuser=1,2016-05-08T21:03:00.000Z,10
Bon Jovi - It's My Life (Official Music Video),Bon Jovi - It's My Life (Official Music Video),BonJoviVEVO,https://www.youtube.com/watch?v=vx2u5uUu3DE&authuser=1,2017-02-24T12:16:00.000Z,10
Heart - Alone,Heart - Alone,HeartVEVO,https://www.youtube.com/watch?v=1Cw1ng75KP0&authuser=1,2023-09-02T18:54:00.000Z,10
The Chainsmokers - Closer (Lyric) ft. Halsey,The Chainsmokers - Closer (Lyric) ft. Halsey,ChainsmokersVEVO,https://www.youtube.com/watch?v=PT2_F-1esPk&authuser=1,2021-01-21T16:37:00.000Z,9
Mark Ronson - Find U Again (Official Video) ft. Camila Cabello,Mark Ronson - Find U Again (Official Video) ft. Camila Cabello,MarkRonsonVEVO,https://www.youtube.com/watch?v=b5mlu5GPqyA&authuser=1,2022-11-10T14:34:00.000Z,9
+44 - When Your Heart Stops Beating,+44 - When Your Heart Stops Beating,44VEVO,https://www.youtube.com/watch?v=2nWv2Hz_GXs&authuser=1,2024-03-15T20:22:00.000Z,9
Avril Lavigne - Nobody's Home (Official Video),Avril Lavigne - Nobody's Home (Official Video),AvrilLavigneVEVO,https://www.youtube.com/watch?v=NGFSNE18Ywc&authuser=1,2022-01-19T18:52:00.000Z,9
Thirty Seconds To Mars - Up In The Air,Thirty Seconds To Mars - Up In The Air,ThirtySecondsToMarsVEVO,https://www.youtube.com/watch?v=y9uSyICrtow&authuser=1,2023-02-13T18:01:00.000Z,9
Ghost - Square Hammer (Official Music Video),Ghost - Square Hammer (Official Music Video),GhostBCVEVO,https://www.youtube.com/watch?v=VqoyKzgkqR4&authuser=1,2023-01-21T20:20:00.000Z,9
Fall Out Boy - My Songs Know What You Did In The Dark (Light Em Up) - Part 1 of 11,Fall Out Boy - My Songs Know What You Did In The Dark (Light Em Up) - Part 1 of 11,FallOutBoyVEVO,https://www.youtube.com/watch?v=LkIWmsP3c_s&authuser=1,2023-02-15T11:26:00.000Z,9
Katy Perry - Last Friday Night (T.G.I.F.) (Official Music Video),Katy Perry - Last Friday Night (T.G.I.F.) (Official Music Video),KatyPerryVEVO,https://www.youtube.com/watch?v=KlyXNRrsk4A&authuser=1,2022-12-29T22:43:00.000Z,9
Avril Lavigne - My Happy Ending (Official Video),Avril Lavigne - My Happy Ending (Official Video),AvrilLavigneVEVO,https://www.youtube.com/watch?v=0-zDFLbWK1Q&authuser=1,2022-06-04T16:36:00.000Z,9
Semisonic - Closing Time (Official Music Video),Semisonic - Closing Time (Official Music Video),SemisonicVEVO,https://www.youtube.com/watch?v=xGytDsqkQY8&authuser=1,2023-11-29T20:12:00.000Z,9
Ke$ha - We R Who We R (Official Video),Ke$ha - We R Who We R (Official Video),keshaVEVO,https://www.youtube.com/watch?v=mXvmSaE0JXA&authuser=1,2019-01-05T18:27:00.000Z,9
blink-182 - I Really Wish I Hated You (Lyric Video),blink-182 - I Really Wish I Hated You (Lyric Video),blink182VEVO,https://www.youtube.com/watch?v=p9asRPqPbjo&authuser=1,2022-03-14T18:31:00.000Z,9
Bloodhound Gang - The Bad Touch (Official Video),Bloodhound Gang - The Bad Touch (Official Video),BloodhoundGangVEVO,https://www.youtube.com/watch?v=xat1GVnl8-k&authuser=1,2013-07-26T15:48:00.000Z,9
Sum 41 - Still Waiting (Official Music Video),Sum 41 - Still Waiting (Official Music Video),Sum41VEVO,https://www.youtube.com/watch?v=qO-mSLxih-c&authuser=1,2023-08-25T15:54:00.000Z,9
"Lady Gaga, Ariana Grande - Rain On Me (Official Music Video)","Lady Gaga, Ariana Grande - Rain On Me (Official Music Video)",LadyGagaVEVO,https://www.youtube.com/watch?v=AoAm4om0wTs&authuser=1,2023-03-17T11:51:00.000Z,9
blink-182 - DANCE WITH ME (Official Video),blink-182 - DANCE WITH ME (Official Video),blink182VEVO,https://www.youtube.com/watch?v=LUEYNuVeA9Y&authuser=1,2024-01-13T17:03:00.000Z,8
Pale Waves - Change,Pale Waves - Change,PaleWavesVEVO,https://www.youtube.com/watch?v=X6mIMJuKQ6c&authuser=1,2024-02-20T10:26:00.000Z,8
Eagle-Eye Cherry - Save Tonight,Eagle-Eye Cherry - Save Tonight,EagleEyeCherryVEVO,https://www.youtube.com/watch?v=Nntd2fgMUYw&authuser=1,2023-12-06T14:44:00.000Z,8
Marilyn Manson - The Beautiful People,Marilyn Manson - The Beautiful People,MarilynMansonVEVO,https://www.youtube.com/watch?v=Ypkv0HeUvTc&authuser=1,2020-02-12T12:51:00.000Z,8
Fall Out Boy - I Don't Care,Fall Out Boy - I Don't Care,FallOutBoyVEVO,https://www.youtube.com/watch?v=Alh6iIvVN9o&authuser=1,2022-06-04T16:24:00.000Z,8
Evanescence - Good Enough,Evanescence - Good Enough,EvanescenceVEVO,https://www.youtube.com/watch?v=Kw2Ic_2XdVQ&authuser=1,2020-01-11T21:03:00.000Z,8
Avicii - Levels,Avicii - Levels,AviciiOfficialVEVO,https://www.youtube.com/watch?v=_ovdm2yX4MA&authuser=1,2019-01-06T13:08:00.000Z,8
Hollywood Undead - Hear Me Now,Hollywood Undead - Hear Me Now,HollywoodUndeadVEVO,https://www.youtube.com/watch?v=pdoIs1jZbCY&authuser=1,2015-04-18T20:28:00.000Z,8
Bring Me The Horizon - sugar honey ice & tea (Lyric Video),Bring Me The Horizon - sugar honey ice & tea (Lyric Video),BMTHOfficialVEVO,https://www.youtube.com/watch?v=ULj6eH5YfAw&authuser=1,2023-12-13T14:30:00.000Z,8
Sum 41 - With Me (Official Music Video),Sum 41 - With Me (Official Music Video),Sum41VEVO,https://www.youtube.com/watch?v=g8z-qP34-1Y&authuser=1,2023-08-25T16:39:00.000Z,8
Fall Out Boy - Beat It (MTV Version) (Official Music Video) ft. John Mayer,Fall Out Boy - Beat It (MTV Version) (Official Music Video) ft. John Mayer,FallOutBoyVEVO,https://www.youtube.com/watch?v=sk8Pb17pcQI&authuser=1,2023-01-23T16:49:00.000Z,8
Evanescence - Thoughtless,Evanescence - Thoughtless,EvanescenceVEVO,https://www.youtube.com/watch?v=wtC744jVWmE&authuser=1,2021-04-23T15:14:00.000Z,8
Amaranthe - True (Official Music Video),Amaranthe - True (Official Music Video),AmarantheMusicVEVO,https://www.youtube.com/watch?v=8bSq4eB9cO8&authuser=1,2020-03-28T20:10:00.000Z,8
Ellie Goulding - Burn (Official Video),Ellie Goulding - Burn (Official Video),EllieGouldingVEVO,https://www.youtube.com/watch?v=CGyEd0aKWZE&authuser=1,2019-08-12T18:29:00.000Z,8
Hollywood Undead - Been to Hell,Hollywood Undead - Been to Hell,HollywoodUndeadVEVO,https://www.youtube.com/watch?v=SFnE2_DUhbs&authuser=1,2012-04-19T19:58:00.000Z,8
Hollywood Undead - We Are (Explicit),Hollywood Undead - We Are (Explicit),HollywoodUndeadVEVO,https://www.youtube.com/watch?v=ocXjr9nPnvg&authuser=1,2016-12-11T13:15:00.000Z,8
Avril Lavigne - Losing Grip (Official Video),Avril Lavigne - Losing Grip (Official Video),AvrilLavigneVEVO,https://www.youtube.com/watch?v=LOcKckBLouM&authuser=1,2022-01-03T21:12:00.000Z,8
Tonight Alive - The Other Side (Track by Track),Tonight Alive - The Other Side (Track by Track),TonightAliveVEVO,https://www.youtube.com/watch?v=nhoC1qRIuYc&authuser=1,2017-01-02T16:13:00.000Z,7
3 Doors Down - Kryptonite (Official Video),3 Doors Down - Kryptonite (Official Video),3DoorsDownVEVO,https://www.youtube.com/watch?v=xPU8OAjjS4k&authuser=1,2021-12-10T13:28:00.000Z,7
Zedd - Stay The Night ft. Hayley Williams,Zedd - Stay The Night ft. Hayley Williams,ZEDDVEVO,https://www.youtube.com/watch?v=i-gyZ35074k&authuser=1,2019-08-12T18:26:00.000Z,7
Shakira - Waka Waka (This Time for Africa) (The Official 2010 FIFA World Cup™ Song),Shakira - Waka Waka (This Time for Africa) (The Official 2010 FIFA World Cup™ Song),shakiraVEVO,https://www.youtube.com/watch?v=pRpeEdMmmQ0&authuser=1,2018-11-25T12:48:00.000Z,7
Pale Waves - Reasons To Live (Official Music Video),Pale Waves - Reasons To Live (Official Music Video),PaleWavesVEVO,https://www.youtube.com/watch?v=oDsMTEfi25A&authuser=1,2024-02-20T11:10:00.000Z,7
Bullet For My Valentine - Waking The Demon (Official Video),Bullet For My Valentine - Waking The Demon (Official Video),bulletvalentineVEVO,https://www.youtube.com/watch?v=q2I0ulTZWXA&authuser=1,2023-01-21T20:06:00.000Z,7
Eminem ft. Rihanna - The Monster (Explicit) [Official Video],Eminem ft. Rihanna - The Monster (Explicit) [Official Video],EminemVEVO,https://www.youtube.com/watch?v=EHkozMIXZ8w&authuser=1,2019-08-11T17:53:00.000Z,7
The Pretty Reckless - Messed Up World (F'd Up World) (Official Music Video),The Pretty Reckless - Messed Up World (F'd Up World) (Official Music Video),PrettyRecklessVEVO,https://www.youtube.com/watch?v=V_A4G1jkw24&authuser=1,2016-07-24T16:34:00.000Z,7
Lady Gaga - Bad Romance (Official Music Video),Lady Gaga - Bad Romance (Official Music Video),LadyGagaVEVO,https://www.youtube.com/watch?v=qrO4YZeyl0I&authuser=1,2023-01-23T18:44:00.000Z,7
Lady Gaga - Marry The Night (Official Music Video),Lady Gaga - Marry The Night (Official Music Video),LadyGagaVEVO,https://www.youtube.com/watch?v=cggNqDAtJYU&authuser=1,2021-07-20T13:18:00.000Z,7
Len - Steal My Sunshine,Len - Steal My Sunshine,LenVEVO,https://www.youtube.com/watch?v=E1fzJ_AYajA&authuser=1,2023-12-13T15:27:00.000Z,7
American Hi-Fi - Flavor Of The Weak,American Hi-Fi - Flavor Of The Weak,AmericanHiFiVEVO,https://www.youtube.com/watch?v=uAmINmjpQxw&authuser=1,2023-09-29T23:31:00.000Z,7
"Zedd, Alessia Cara - Stay (Lyric Video)","Zedd, Alessia Cara - Stay (Lyric Video)",ZEDDVEVO,https://www.youtube.com/watch?v=h--P8HzYZ74&authuser=1,2019-11-30T15:42:00.000Z,7
Lady Gaga - Born This Way (Official Music Video),Lady Gaga - Born This Way (Official Music Video),LadyGagaVEVO,https://www.youtube.com/watch?v=wV1FrqwZyKw&authuser=1,2021-07-20T13:22:00.000Z,7
Bring Me The Horizon - heavy metal (Lyric Video) ft. Rahzel,Bring Me The Horizon - heavy metal (Lyric Video) ft. Rahzel,BMTHOfficialVEVO,https://www.youtube.com/watch?v=_bvBC1mcyB0&authuser=1,2023-11-16T16:59:00.000Z,7
Nelly Furtado - Say It Right (Official Music Video),Nelly Furtado - Say It Right (Official Music Video),NellyFurtadoVEVO,https://www.youtube.com/watch?v=6JnGBs88sL0&authuser=1,2017-01-02T15:38:00.000Z,6
P!nk - Please Don't Leave Me (Official Video),P!nk - Please Don't Leave Me (Official Video),PinkVEVO,https://www.youtube.com/watch?v=eocCPDxKq1o&authuser=1,2014-02-03T18:16:00.000Z,6
P!nk - Just Like A Pill (Official Video),P!nk - Just Like A Pill (Official Video),PinkVEVO,https://www.youtube.com/watch?v=JDKGWaCglRM&authuser=1,2016-09-28T16:38:00.000Z,6
Bowling For Soup - Alexa Bliss (Official Video),Bowling For Soup - Alexa Bliss (Official Video),BowlingForSoupVEVO,https://www.youtube.com/watch?v=K4vla140LEM&authuser=1,2022-11-10T15:42:00.000Z,6
Sia - Cheap Thrills (Performance Edit),Sia - Cheap Thrills (Performance Edit),SiaVEVO,https://www.youtube.com/watch?v=31crA53Dgu0&authuser=1,2023-10-23T17:40:00.000Z,6
Limp Bizkit - My Way,Limp Bizkit - My Way,LimpBizkitVEVO,https://www.youtube.com/watch?v=Dn8vzTsnPps&authuser=1,2019-03-30T15:12:00.000Z,6
Three Days Grace - Home (Official Video),Three Days Grace - Home (Official Video),ThreeDaysGraceVEVO,https://www.youtube.com/watch?v=7NQ8OCcQ3LA&authuser=1,2017-01-02T17:31:00.000Z,6
Evanescence - Lost in Paradise (Lyric Video),Evanescence - Lost in Paradise (Lyric Video),EvanescenceVEVO,https://www.youtube.com/watch?v=3rnxlW5TrBs&authuser=1,2019-01-17T17:12:00.000Z,6
"Pitbull - Give Me Everything ft. Ne-Yo, Afrojack, Nayer","Pitbull - Give Me Everything ft. Ne-Yo, Afrojack, Nayer",PitbullVEVO,https://www.youtube.com/watch?v=EPo5wWmKEaI&authuser=1,2020-02-08T18:33:00.000Z,6
TRUSTcompany - The Fear,TRUSTcompany - The Fear,TRUSTcompanyVEVO,https://www.youtube.com/watch?v=11bK1jqIbuA&authuser=1,2017-02-24T14:25:00.000Z,6
Ke$ha - Take It Off (Official Video),Ke$ha - Take It Off (Official Video),keshaVEVO,https://www.youtube.com/watch?v=edP0L6LQzZE&authuser=1,2019-01-06T12:51:00.000Z,6
System Of A Down - B.Y.O.B. (Official HD Video),System Of A Down - B.Y.O.B. (Official HD Video),systemofadownVEVO,https://www.youtube.com/watch?v=zUzd9KyIDrM&authuser=1,2019-05-25T21:41:00.000Z,6
The Cranberries - Zombie (Official Music Video),The Cranberries - Zombie (Official Music Video),TheCranberriesVEVO,https://www.youtube.com/watch?v=6Ejga4kJUts&authuser=1,2016-09-29T11:58:00.000Z,6
"The Chainsmokers, ILLENIUM - Takeaway (Official Video) ft. Lennon Stella","The Chainsmokers, ILLENIUM - Takeaway (Official Video) ft. Lennon Stella",ChainsmokersVEVO,https://www.youtube.com/watch?v=lzkKzZmRZk8&authuser=1,2019-11-30T16:03:00.000Z,6
Nine Days - Absolutely (Story of a Girl),Nine Days - Absolutely (Story of a Girl),NineDaysVEVO,https://www.youtube.com/watch?v=ZIANBamMgas&authuser=1,2023-09-17T01:32:00.000Z,6
Miley Cyrus - Wrecking Ball (Official Video),Miley Cyrus - Wrecking Ball (Official Video),MileyCyrusVEVO,https://www.youtube.com/watch?v=My2FRPA3Gf8&authuser=1,2017-02-24T12:56:00.000Z,6
Evanescence - My Immortal (Official HD Music Video),Evanescence - My Immortal (Official HD Music Video),EvanescenceVEVO,https://www.youtube.com/watch?v=5anLPw0Efmo&authuser=1,2018-03-24T17:40:00.000Z,6
Sia - Cheap Thrills (Official Lyric Video) ft. Sean Paul,Sia - Cheap Thrills (Official Lyric Video) ft. Sean Paul,SiaVEVO,https://www.youtube.com/watch?v=nYh-n7EOtMA&authuser=1,2023-06-02T16:29:00.000Z,5
Three Days Grace - Pain,Three Days Grace - Pain,ThreeDaysGraceVEVO,https://www.youtube.com/watch?v=Ud4HuAzHEUc&authuser=1,2019-03-05T19:43:00.000Z,5
Puddle Of Mudd - Blurry (Official Music Video),Puddle Of Mudd - Blurry (Official Music Video),PuddleOfMuddVEVO,https://www.youtube.com/watch?v=xJJsoquu70o&authuser=1,2014-06-22T17:25:00.000Z,5
"Fall Out Boy - A Little Less Sixteen Candles, A Little More ""Touch Me"" (Official Video)","Fall Out Boy - A Little Less Sixteen Candles, A Little More ""Touch Me"" (Official Video)",FallOutBoyVEVO,https://www.youtube.com/watch?v=Ew6x6sHiFaw&authuser=1,2019-05-26T00:46:00.000Z,5
"Hailee Steinfeld, Alesso - Let Me Go ft. Florida Georgia Line, WATT (Official Video)","Hailee Steinfeld, Alesso - Let Me Go ft. Florida Georgia Line, WATT (Official Video)",HaileeSteinfeldVEVO,https://www.youtube.com/watch?v=BQ_0QLL2gqI&authuser=1,2021-12-10T14:23:00.000Z,5
blink-182 - After Midnight,blink-182 - After Midnight,blink182VEVO,https://www.youtube.com/watch?v=H86730HjLVA&authuser=1,2022-07-28T17:54:00.000Z,5
The Killers - Somebody Told Me (Official Music Video),The Killers - Somebody Told Me (Official Music Video),TheKillersVEVO,https://www.youtube.com/watch?v=Y5fBdpreJiU&authuser=1,2020-03-13T18:42:00.000Z,5
Bloodhound Gang - The Ballad Of Chasey Lain,Bloodhound Gang - The Ballad Of Chasey Lain,BloodhoundGangVEVO,https://www.youtube.com/watch?v=If9fC9aJd-U&authuser=1,2023-11-02T20:41:00.000Z,5
Avril Lavigne - Complicated (Official Video),Avril Lavigne - Complicated (Official Video),AvrilLavigneVEVO,https://www.youtube.com/watch?v=5NPBIwQyPWE&authuser=1,2022-12-29T21:50:00.000Z,5
"Fall Out Boy - This Ain't A Scene, It's An Arms Race (Official Music Video)","Fall Out Boy - This Ain't A Scene, It's An Arms Race (Official Music Video)",FallOutBoyVEVO,https://www.youtube.com/watch?v=GNm5drtAQXs&authuser=1,2022-06-04T15:52:00.000Z,5
blink-182 - Up All Night,blink-182 - Up All Night,blink182VEVO,https://www.youtube.com/watch?v=YpYhGdrknlA&authuser=1,2019-12-19T12:43:00.000Z,5
Andrew W.K. - Party Hard,Andrew W.K. - Party Hard,AndrewWKVEVO,https://www.youtube.com/watch?v=WccfbPQNMbg&authuser=1,2023-01-21T19:10:00.000Z,5
